"Time [ms]","FluxLinkage(PhaseA) [Wb]"
0,0.320879380855525
0.02,0.32071117301217
0.04,0.320769890588422
0.06,0.32103496878072
0.08,0.321437633980978
0.1,0.321895459884092
0.12,0.322400286970741
0.14,0.323030101588096
0.16,0.323815694828668
0.18,0.32471461179093
0.2,0.325640166824365
0.22,0.326622735996865
0.24,0.327767181359175
0.26,0.329154319549328
0.28,0.330727996496631
0.3,0.331954160599801
0.32,0.333417729841796
0.34,0.335151837778916
0.36,0.337117811881168
0.38,0.339134196730808
0.4,0.34122
0.42,0.343502597262657
0.44,0.346067676571891
0.46,0.348797468231561
0.48,0.351591256185495
0.5,0.354543901933777
0.52,0.357859261446265
0.54,0.361588419569128
0.56,0.365495866534876
0.58,0.369116232414127
0.6,0.373191979620127
0.62,0.377718568893641
0.64,0.382562798822531
0.66,0.387569501205704
0.68,0.39285517323405
0.700000000000001,0.398578768027267
0.720000000000001,0.404776054848778
0.740000000000001,0.411336182899919
0.760000000000001,0.418187100101529
0.780000000000001,0.425614187369752
0.800000000000001,0.433823858821289
0.820000000000001,0.443004064091712
0.840000000000001,0.452590174390169
0.860000000000001,0.462002756867577
0.880000000000001,0.472422351272002
0.900000000000001,0.483713870589962
0.920000000000001,0.495905044780133
0.940000000000001,0.508925842625568
0.960000000000001,0.522645035355182
0.980000000000001,0.536975674613095
1,0.5514861972499
1.02,0.565675817790939
1.04,0.579269426958842
1.06,0.592514912238998
1.08,0.605401716210413
1.1,0.617972935005547
1.12,0.629860805077565
1.14,0.640996684838774
1.16,0.651881951680816
1.18,0.662717675129363
1.2,0.673701476531245
1.22,0.684794669750879
1.24,0.696218413718302
1.26,0.708039348094635
1.28,0.72010338513093
1.3,0.732404459605077
1.32,0.744821728284952
1.34,0.757203444776845
1.36,0.769768539523668
1.38,0.782335525207133
1.4,0.794443176060371
1.42,0.806267107609931
1.44,0.818216401152702
1.46,0.830230334580897
1.48,0.842065186254699
1.5,0.854009646890226
1.52,0.866195208493732
1.54,0.878431260475353
1.56,0.890671161900801
1.58,0.902832122098485
1.6,0.914868853171343
1.62,0.926947551213412
1.64,0.93902321717516
1.66,0.951134430435103
1.68,0.962893538171888
1.7,0.974450857098223
1.72,0.986023951248054
1.74,0.99763158200363
1.76,1.00918455615486
1.78,1.02066192382781
1.8,1.03211092352738
1.82,1.04355948795827
1.84,1.05489121689499
1.86,1.0659802222926
1.88,1.07676767697289
1.9,1.08736496719604
1.92,1.09781647242505
1.94,1.10811280973223
1.96,1.11790420308816
1.98,1.12741449022616
2,1.1367130967539
2.02,1.14570942518111
2.04,1.15452760056245
2.06,1.16322478719437
2.08,1.17175208978841
2.1,1.17999231275858
2.12,1.18802113940573
2.14,1.19579938847721
2.16,1.20334927703793
2.18,1.21073137047285
2.2,1.21794393900009
2.22,1.22518653600863
2.24,1.23166410615058
2.26,1.23802388855383
2.28,1.2441499178778
2.3,1.25004873281633
2.32,1.25570311589218
2.34,1.26138182316169
2.36,1.26654473914589
2.38,1.27161986641822
2.40000000000001,1.27631613309894
2.42000000000001,1.28077772312776
2.44000000000001,1.28504034683366
2.46000000000001,1.28914983144146
2.48000000000001,1.29309779232489
2.50000000000001,1.2968865034564
2.52000000000001,1.30024527825293
2.54000000000001,1.30341647142733
2.56000000000001,1.30642168210396
2.58000000000001,1.30930416679172
2.60000000000001,1.31209457202025
2.62000000000001,1.31478923739123
2.64000000000001,1.31739708132724
2.66000000000001,1.31994125488061
2.68000000000001,1.32238658650052
2.70000000000001,1.32474896360204
2.72000000000001,1.32704400500777
2.74000000000001,1.32927458520814
2.76000000000001,1.33140394733881
2.78000000000001,1.33337680630999
2.80000000000001,1.33521617042728
2.82000000000001,1.33693452625283
2.84000000000001,1.33852691596019
2.86000000000001,1.33998001860974
2.88000000000001,1.3412844504536
2.90000000000001,1.34238935595841
2.92000000000001,1.34324256969187
2.94000000000001,1.34388541134643
2.96000000000001,1.34432851840879
2.98000000000001,1.34458290347124
3.00000000000001,1.34468391359401
3.02000000000001,1.34468682011334
3.04000000000001,1.34465099102014
