"Time [ms]","FluxLinkage(PhaseA) [Wb]","L(PhaseA,PhaseA) [mH]","Moving1.Torque [NewtonMeter]"
0,0.575254212600025,28.762685761434,0.00664370635884221
0.1,0.575438714993768,28.7719303567807,0.948388867407663
0.2,0.575883718439688,28.7941811449354,1.96596149895052
0.3,0.576691241100201,28.8345578938324,2.95298805447277
0.4,0.577741298983618,28.8870610238414,3.84531972191395
0.5,0.579101499611223,28.9550711163144,4.67510939476606
0.6,0.580718771373011,29.0359349314869,5.59406361074866
0.7,0.582607356781593,29.1303648386392,6.64350895202561
0.8,0.58487975192219,29.2439855125506,7.61724043310052
0.9,0.587391559309727,29.3695762553618,8.61585959252264
1,0.590292889210671,29.5146432901904,9.71923525284945
1.1,0.593470683270804,29.673533202667,10.8562578679831
1.2,0.597118077212345,29.8559022349796,12.1634658848408
1.3,0.601161281487507,30.0580620618939,13.6221026118799
1.4,0.605699947555282,30.2849921185436,15.1050637259871
1.5,0.610661193207182,30.5330569887575,16.4505924978308
1.6,0.616004743546165,30.8002405018285,17.7112855482819
1.7,0.621826564139283,31.0913280517132,19.3000069384492
1.8,0.628193702905178,31.40966237209,21.4436527989547
1.9,0.635198400848738,31.7599013074432,23.3105632206079
2,0.642733032964157,32.1366236279478,25.1125520194468
2.1,0.65090421824651,32.5452622185987,27.2127773696673
2.2,0.659621325853244,32.9809838796032,29.5226295022834
2.3,0.669225885040391,33.461022370174,32.4297958794172
2.4,0.679726702372605,33.9862422427648,36.0852593140288
2.5,0.691239951009668,34.561892146309,40.1749113243494
2.6,0.703706725826121,35.1864830071356,44.3734506335966
2.7,0.717054221229871,35.8525731091109,47.8934603342644
2.8,0.731289259298715,36.5638239371776,51.965434992266
2.9,0.746181588795867,37.3085144787195,58.7727272561894
3,0.762185856518951,38.1120306122518,65.6081328326987
3.1,0.778963905920179,38.946680117857,71.8955532116887
3.2,0.796312705372561,39.8146942180268,77.9781066329334
3.3,0.814279849969999,40.7086770874,84.004188123187
3.4,0.83260534420908,41.6272695204634,90.6045837848618
3.5,0.851267160565602,42.5777750239957,97.3883290796591
3.6,0.870338658409602,43.5361202650373,103.91727661976
3.7,0.889794560152624,44.4855283501282,109.213499060542
3.8,0.909315034821483,45.4421417894618,111.410434320988
3.9,0.92889710383712,46.4269045518144,110.893818138935
4,0.94850544789223,47.41867473271,112.844570720106
4.1,0.968306102921176,48.4250973373902,114.612444455685
4.2,0.988275234909297,49.4333334742901,115.280954553179
4.3,1.0083290541576,50.4268032938182,114.87508648238
4.4,1.02848181847003,51.4250630292629,114.337501254657
4.5,1.04865414646702,52.4238842925913,114.214367543075
4.6,1.06878987118125,53.4370680365771,114.85125042007
4.7,1.08904343025642,54.4499644511128,116.440033048738
4.8,1.10936649681504,55.458525189151,118.622246018401
4.9,1.12953400577854,56.4834252170577,118.580614399206
5,1.14981252849887,57.5022018986491,115.658293778686
5.1,1.16994996425664,58.5091761959122,115.621040162077
5.2,1.19031874256538,59.5227344482611,116.853526207843
5.3,1.21072830977893,60.5312248809584,117.383076187221
5.4,1.23111021911716,61.5373923077032,116.815838406718
5.5,1.25148330876662,62.5495275253897,116.054537953263
5.6,1.2716828184035,63.5699434420141,115.663234095795
5.7,1.2918383860455,64.5840307335298,115.970018450778
5.8,1.31191674959082,65.5896714515125,117.209679705692
5.9,1.33194310415864,66.5911627425775,119.18002897445
6,1.35174440968467,67.5895146146694,119.220471878305
6.1,1.37149290115006,68.5731447314638,115.927081516462
6.2,1.39097275390903,69.5476606964119,115.240109888662
6.3,1.41023027704006,70.5265398610496,116.056980695142
6.4,1.42934670068576,71.4888854758079,116.264791713355
6.5,1.44825286412715,72.4332652286719,115.385497117768
6.6,1.4669835453999,73.3474667265785,114.232400103262
6.7,1.48542246917195,74.2528036529227,113.244638370586
6.8,1.50364816621177,75.1511607765803,112.701472294689
6.9,1.52166825287172,76.0517690328957,113.0660012614
7,1.53954512660503,76.9537333436335,114.450561023175
7.1,1.55713270253957,77.8387428443384,114.031626477579
7.2,1.57464174948826,78.7178135642152,111.087290668146
7.3,1.59192163623184,79.5889519027531,109.916973889728
7.4,1.60898266075882,80.4476290045305,110.216396300236
7.5,1.62566836197102,81.2823954734288,109.919760558655
7.6,1.64183671479021,82.0873943370181,108.538924736795
7.7,1.6574120868469,82.8658378975489,106.721843806044
7.8,1.67240444646792,83.6183762042568,105.032250667713
7.9,1.68688282684816,84.3435185332412,103.575512110838
