"Time [ms]","L(PhaseA,PhaseA) [mH]","Moving1.Torque [NewtonMeter]"
8.3,34.5082306114446,-0.139303548453212
8.4,34.5106760893197,0.300625019272804
8.5,34.534105683002,0.730348776131737
8.6,34.5825170578215,1.16861159656984
8.7,34.63291834884,1.51823603619685
8.8,34.7047496894154,1.88419494091392
8.9,34.7955668810456,2.25775392343077
9,34.9068739685671,2.70402175222344
9.1,35.0348467903864,3.13193854983638
9.2,35.1841563888906,3.55630983865415
9.3,35.3455404385247,3.99745068061772
9.4,35.532358264101,4.49818862060272
9.5,35.7408823684969,5.05112442778603
9.6,35.9767482527724,5.66895767201417
9.7,36.2532503240763,6.3632596820875
9.8,36.5299022370431,6.89969001570343
9.9,36.8368449733462,7.46153077086533
10,37.1789768413447,8.06021003931603
10.1,37.5522853339819,8.92294686120054
10.2,37.9663710432191,9.77201880646949
10.3,38.4179285300561,10.602715292928
10.4,38.8839865489892,11.3674657120672
10.5,39.4030888223833,12.3524048291253
10.6,39.9739122122697,13.6261919230121
10.7,40.6087838471737,15.1778192315388
10.8,41.3617962827916,17.209538257242
10.9,42.1151430673407,18.7996593333958
11,42.9263406792595,20.3907751128034
11.1,43.8787017052452,22.4295790687061
11.2,44.9295537854893,25.6635579794535
11.3,46.1500908933346,30.1368595153059
11.4,47.5479551143933,34.7265546008996
11.5,49.054304038582,39.299632330247
11.6,50.6706094166011,44.6050893067726
11.7,52.3706300166647,50.6388234468461
11.8,54.1419328954797,57.3862681669806
11.9,56.0992656133626,64.6313747542859
12,58.0394627161297,69.2643707373191
12.1,59.9473735559384,71.4551209442581
12.2,61.9224455329119,72.3400124222638
12.3,63.961510683316,73.0330398926115
12.4,65.9980212142367,74.9081656355758
12.5,68.0316046595892,75.6965292286824
12.6,70.0699036322807,75.2419114627417
12.7,72.1330986111069,74.426402672109
12.8,74.2035983135988,74.2934874600603
12.9,76.2550976555633,75.485917411097
13,78.3540231733025,77.5835676005107
13.1,80.4660377132382,78.5455695971427
13.2,82.5449626930156,77.625288047853
13.3,84.6530259156767,76.2642046730146
13.4,86.7492725800365,75.1416450509755
13.5,88.8372116295571,76.2312508096323
13.6,90.9079195758085,77.1597687716078
13.7,92.9819679381621,76.6990785985115
13.8,95.09878144429,75.6625725803179
13.9,97.2446066608459,75.1375833060414
14,99.3646423848603,75.9701913292046
14.1,101.492220043842,77.7779870894327
14.2,103.627549022247,78.9079480410261
14.3,105.714273110354,77.9852976762467
14.4,107.811919564953,76.5987529483118
14.5,109.929577087561,75.3126153711277
14.6,112.034502026317,76.1334598086798
14.7,114.139467080349,77.2011754810199
14.8,116.241003186428,76.7732058587357
14.9,118.337222090074,75.5551732479641
15,120.439630340755,74.6708274986655
15.1,122.56477771984,74.8614895385438
15.2,124.691153211694,76.2765428831687
15.3,126.827427884585,77.4006313721304
15.4,128.909798100476,76.4969216131975
15.5,130.997479132803,75.2591978735703
15.6,133.075417737392,74.0811794036304
15.7,135.10409630689,74.6179798118606
15.8,137.118008137784,75.7037662667502
15.9,139.114422360065,75.1756885046834
16,141.08840196699,73.8034596829182
16.1,143.054387541744,72.78984847652
16.2,144.990894415867,72.7277688647665
16.3,146.892173126142,73.8909214989157
16.4,148.766745913493,74.8229045482377
16.5,150.557505482795,73.4893046514009
16.6,152.35043186345,71.3316789162572
16.7,154.133401501832,69.1181800384793
16.8,155.902458812972,68.4241432332035
16.9,157.644819236749,69.215469553712
17,159.357761678745,68.2379205772086
17.1,161.038186429745,66.4676181712558
17.2,162.690707201391,64.7910565886769
17.3,164.303803888829,64.0527462478284
17.4,165.860956327938,64.5395685212962
17.5,167.351792099007,65.0539319078598
17.6,168.758604882505,63.2482739720649
17.7,170.113101292756,60.2649791620551
17.8,171.400278774712,57.2126449612602
17.9,172.624864625792,55.7605679500417
18,173.788662397537,56.264262563894
18.1,174.908258535625,54.6496997944751
18.2,175.971997181654,51.5591281874517
18.3,176.983079532814,48.5517906699914
18.4,177.946805120824,46.3553884887381
18.5,178.864960144251,45.1638352502911
18.6,179.751110382698,44.5942153428027
18.7,180.582605338003,42.9094716660274
18.8,181.360490641235,40.1028348717151
18.9,182.108891857904,37.0971573429619
19,182.813514415981,34.9438500829117
19.1,183.472768851546,35.4283398995652
19.2,184.100069031121,34.1346658930598
19.3,184.676285217435,31.6393023504368
19.4,185.207304886079,28.9357045215169
19.5,185.69692662344,26.759081198592
19.6,186.143612505664,25.6904543726721
19.7,186.547449673608,24.9911714240208
19.8,186.917588307679,23.5532185643615
19.9,187.249642915478,20.5501803890528
20,187.53588734584,16.3727079506809
20.1,187.772254429016,12.0439162815006
20.2,187.971115832033,10.786264031571
20.3,188.128572469457,8.71430218680603
20.4,188.251697006791,6.30889419396751
20.5,188.34024479335,4.23085348593175
20.6,188.399683643577,2.61371042987948
20.7,188.438452962052,1.30035799872442
20.8,188.456141656264,0.146008080788906
