8.3,33.94224969,-2.374819224
8.4,33.94431148,4.776191743
8.5,33.96222498,11.80287938
8.6,33.99907822,18.87348541
8.7,34.03766872,24.50391856
8.8,34.09136217,30.41297467
8.9,34.16023612,36.42298585
9,34.24161788,43.23197068
9.1,34.33589826,50.07416604
9.2,34.4437514,56.75210921
9.3,34.56054419,63.5513836
9.4,34.69316054,71.04541301
9.5,34.83828912,79.12885163
9.6,34.99679187,87.76812039
9.7,35.17325456,96.96602573
9.8,35.35257619,104.3837371
9.9,35.54525405,112.0056348
10,35.75162341,119.6668808
10.1,35.96740729,128.8627127
10.2,36.191317,138.3287879
10.3,36.42447494,147.447584
10.4,36.66013513,155.5764867
10.5,36.90535675,164.7010863
10.6,37.15517342,174.9505553
10.7,37.40844306,185.9167333
10.8,37.66883485,198.1999443
10.9,37.92484609,207.8998497
11,38.1842214,217.2595081
11.1,38.44934215,226.6947661
11.2,38.71610577,237.8393959
11.3,38.98206458,250.3941972
11.4,39.24940536,262.0777811
11.5,39.51559068,271.5331441
11.6,39.78505882,281.1386596
11.7,40.05538037,291.2060307
11.8,40.32571479,300.9884536
11.9,40.59972404,311.462751
12,40.86957163,317.3043835
12.1,41.13665403,320.2310668
12.2,41.40389734,321.1792207
12.3,41.66853398,321.7167956
12.4,41.92877209,323.4417509
12.5,42.18751728,323.7076011
12.6,42.44478607,322.1215759
12.7,42.69902617,320.0084392
12.8,42.94950715,318.9168228
12.9,43.19669729,318.5981252
13,43.44319029,320.510698
13.1,43.68631303,320.2868019
13.2,43.92508095,317.6758223
13.3,44.16283728,314.6689898
13.4,44.39890489,311.8424129
13.5,44.6313613,311.2488475
13.6,44.8597185,310.4214705
13.7,45.08628037,307.856219
13.8,45.31034169,304.5808452
13.9,45.53065039,302.1325892
14,45.74651522,300.4176872
14.1,45.96119261,300.6539142
14.2,46.17315779,299.7960999
14.3,46.37865325,296.0804273
14.4,46.58112636,292.0408331
14.5,46.78078758,287.9201968
14.6,46.97770177,285.991946
14.7,47.17099524,284.3435143
14.8,47.36189476,281.0687619
14.9,47.54976193,276.8146368
15,47.73375315,273.090711
15.1,47.91307738,269.9293318
15.2,48.08973274,268.6066317
15.3,48.26311302,267.1319344
15.4,48.43144349,262.8538555
15.5,48.59907876,258.5406878
15.6,48.76651924,253.9749651
15.7,48.93308276,251.0114518
15.8,49.09618516,248.6708161
15.9,49.25556378,244.7740651
16,49.41216334,240.0594872
16.1,49.56907583,235.7809885
16.2,49.72602389,232.0807256
16.3,49.88246712,229.9816182
16.4,50.03799121,228.0921889
16.5,50.18827293,223.1921266
16.6,50.3367798,217.9041396
16.7,50.48235491,212.2970594
16.8,50.62560001,208.1236087
16.9,50.76742732,205.5826422
17,50.90931649,201.3597369
17.1,51.04977039,196.4949347
17.2,51.18912709,191.6513024
17.3,51.32618786,187.5595838
17.4,51.46033558,184.8281926
17.5,51.59261045,182.6401921
17.6,51.72005852,177.4484729
17.7,51.84501667,171.6176114
17.8,51.96879069,165.4963446
17.9,52.08957358,160.6862167
18,52.20855505,157.7339695
18.1,52.32646696,152.903023
18.2,52.4409098,146.9478984
18.3,52.55257343,141.0499636
18.4,52.66143834,135.8643701
18.5,52.76775914,131.7455055
18.6,52.87326015,128.3003624
18.7,52.97474478,123.1252054
18.8,53.07413024,117.1385218
18.9,53.1697392,111.0177082
19,53.26130098,105.5447257
19.1,53.35043803,102.5226265
19.2,53.43822541,97.58147963
19.3,53.52214499,91.43268451
19.4,53.60222846,84.95164902
19.5,53.67880466,78.87756979
19.6,53.75135183,73.97981493
19.7,53.81866695,69.28924216
19.8,53.8810515,63.67387234
19.9,53.93960914,56.28479755
20,53.99404867,47.64689978
20.1,54.04445699,38.12219912
20.2,54.08721064,32.48647033
20.3,54.12489473,26.28496167
20.4,54.15626614,19.9862992
20.5,54.18091285,14.4021672
20.6,54.1986402,9.544711463
20.7,54.20992927,5.132500178
20.8,54.21522093,0.9861486
