"Time [ms]","L(PhaseA,PhaseA) [mH]","Moving1.Torque [NewtonMeter]"
8.3,34.5063948805848,-0.0241820968757734
8.4,34.5088390242979,0.0521844246062012
8.5,34.5322584225853,0.126779717921282
8.6,34.5806486671324,0.202856467302796
8.7,34.6310277370002,0.263546790923401
8.8,34.7028268845129,0.32707249491253
8.9,34.7936027054466,0.391917003785576
9,34.9048570727192,0.469379575040126
9.1,35.032766932119,0.543658671226736
9.2,35.1820009028871,0.617321069196215
9.3,35.3433003267313,0.693892601463896
9.4,35.5300167402236,0.780806786350079
9.5,35.7384225349173,0.87677847731631
9.6,35.9741466816282,0.984010292854521
9.7,36.2504703525905,1.10450860886697
9.8,36.5269399864406,1.19760701258527
9.9,36.8336704991794,1.29511277165685
10,37.1755505543169,1.39900584075514
10.1,37.5485696405042,1.54871031589827
10.2,37.9623140526488,1.6960413333681
10.3,38.4134809057665,1.84017710921786
10.4,38.8791113585692,1.97285958235597
10.5,39.3977158543535,2.14373692411846
10.6,39.9679662903418,2.36471650531683
10.7,40.6021776883394,2.63388383952877
10.8,41.3544163184247,2.98633704822656
10.9,42.1070364541294,3.26219876669482
11,42.9176117536192,3.53829125552582
11.1,43.8700850900076,3.89247713089393
11.2,44.9231194827629,4.45543390797898
11.3,46.1563829067562,5.24178876738913
11.4,47.5984382050354,6.07295649564988
11.5,49.2211151528592,6.96481642810923
11.6,51.1273881984544,8.16280961897147
11.7,53.3906105468378,9.7652097619268
11.8,56.2458227781416,12.198394975183
11.9,59.8403939630393,15.4742301429805
12,63.5948676670773,17.7698600647593
12.1,67.6621335079829,18.5383527081195
12.2,72.2140263297766,18.654920971645
12.3,76.7905256761976,19.1808463441461
12.4,81.507694038441,21.1162792213423
12.5,86.2561731169894,21.9530969884935
12.6,90.9937428595846,21.3933603601133
12.7,95.570323607388,20.2035556654845
12.8,100.073065346855,19.6219774051103
12.9,104.686923369179,20.1871044835114
13,109.393581531922,21.5195804275913
13.1,114.217406420849,22.4598125931158
13.2,119.029730878064,21.7352072518226
13.3,123.870128705714,20.206631077932
13.4,128.627591254963,18.8873714790753
13.5,133.315393120125,20.1195007493135
13.6,138.017322357414,21.3400475857185
13.7,142.771717422302,21.1043423980818
13.8,147.436462064594,20.1508366971848
13.9,151.974804394071,19.5108553732878
14,156.546585856301,19.9029289342874
14.1,161.205405047006,21.20023957101
14.2,165.923775517672,22.1706056724174
14.3,170.665698903732,21.6446262568584
14.4,175.446883457173,20.2294263346167
14.5,180.189407788902,18.8524379104987
14.6,184.863659373787,19.8428804419876
14.7,189.540493705202,21.2774324314489
14.8,194.261494547285,21.1813662588057
14.9,198.924337150692,20.2104749439419
15,203.457145657656,19.4621103672092
15.1,207.977893285328,19.4912718401725
15.2,212.524441335143,20.5069392561177
15.3,217.141091541254,21.4803098576098
15.4,221.723799368493,21.0550783109912
15.5,226.361486136895,19.8611602465817
15.6,231.003053419935,18.6625543035041
15.7,235.583375208222,19.4241435013731
15.8,240.179319591453,20.9445463820225
15.9,244.817463058806,20.86802807066
16,249.40088259501,19.9168784900265
16.1,253.886337128929,19.2491451772878
16.2,258.363401677648,19.2241496801925
16.3,262.883512513488,20.3324130552271
16.4,267.464747548303,21.4616151440719
16.5,272.047636551104,21.225107466453
16.6,276.64876705675,19.9619383436952
16.7,281.194532816208,18.481691139678
16.8,285.598096380545,18.5710227157604
16.9,290.000341977454,20.2894194296612
17,294.418966381088,20.2231003297426
17.1,298.819310168733,19.3886965755546
17.2,303.105543299559,18.6210910263391
17.3,307.347524200585,18.5296268406484
17.4,311.609178750675,19.5100253486694
17.5,315.87204811844,20.7396898071179
17.6,320.077474643666,20.5670998091673
17.7,324.243815263847,19.1778279831484
17.8,328.292504776969,17.5465141477282
17.9,332.153995726979,17.5633356190774
18,335.972704380406,19.6133625885442
18.1,339.732660582372,19.6616644291863
18.2,343.368477929241,18.4949213944169
18.3,346.743040649842,17.3936342258247
18.4,349.901600141249,16.8566118481804
18.5,352.889481371389,16.9759001454825
18.6,355.751000117663,17.6144122405684
18.7,358.441041163806,17.5528620936832
18.8,361.016723064972,16.3766706815371
18.9,363.45886169025,14.8488933492774
19,365.668089601942,14.4128172019129
19.1,367.813608144953,15.977075767167
19.2,369.888680851712,15.9130933711315
19.3,371.848712499038,14.8680354101208
19.4,373.646925380056,13.7184830439426
19.5,375.303177536492,12.9576888606851
19.6,376.850531431685,12.9232136556014
19.7,378.303475828675,13.1901524031195
19.8,379.690524347038,12.9237142852852
19.9,381.018008698193,11.3249342765086
20,382.164424889394,8.77534755103469
20.1,383.019664474779,6.32067460385731
20.2,383.761895972371,5.96275081725126
20.3,384.338222101863,4.89781814518687
20.4,384.793713060805,3.52880635674547
20.5,385.118962825798,2.29924842406944
20.6,385.321091568978,1.37246723643083
20.7,385.442943095969,0.641950613047856
20.8,385.48430905393,0.0303991834294505
