"Time [ms]","L(PhaseA,PhaseA) [mH]","Moving1.Torque [NewtonMeter]"
8.3,34.5176862844763,-0.875143673681016
8.4,34.51992284819,1.87369547049272
8.5,34.5429884671549,4.5586490405534
8.6,34.5909202643153,7.29618442279856
8.7,34.6406650547514,9.47772857522313
8.8,34.7115368173226,11.7608882655502
8.9,34.8010966353787,14.0912505290888
9,34.9106073353687,16.8675054052084
9.1,35.0363786493743,19.533520485813
9.2,35.1827792516463,22.1708230167095
9.3,35.3408387864427,24.9066446976005
9.4,35.5230018447298,28.0045347610531
9.5,35.726100165404,31.4211293892786
9.6,35.9544722975834,35.2212157121188
9.7,36.2207808296904,39.4738242130819
9.8,36.4860358197238,42.7272917881383
9.9,36.777363637603,46.112711136914
10,37.0994511309175,49.6862804230025
10.1,37.4465298848497,54.7432122786638
10.2,37.8224851675388,59.6591682675844
10.3,38.2264263798083,64.383208706882
10.4,38.6483942460055,68.6956119413608
10.5,39.1027470007994,74.0199248163413
10.6,39.5854802929506,80.6412801142834
10.7,40.0979394504237,88.2057119546351
10.8,40.6571165106484,97.1691085405947
10.9,41.2161363557706,104.204300546884
11,41.7993955024155,111.008416758448
11.1,42.4206233776926,118.346610573096
11.2,43.0574010373148,127.704402773366
11.3,43.7088512650439,138.599033635993
11.4,44.3858645515709,148.797319973975
11.5,45.0677112880535,157.269078722834
11.6,45.766056753802,166.141831406027
11.7,46.4782937258296,175.565875640391
11.8,47.2020073702049,185.058725926651
11.9,47.946029415534,195.227538967005
12,48.6807631887257,201.420807293174
12.1,49.4121875473557,204.859388815452
12.2,50.1552588632365,206.577460150219
12.3,50.9054652955163,208.025924365525
12.4,51.652328475321,210.692752233211
12.5,52.3962455503883,211.961620297878
12.6,53.1385670553659,211.639802879288
12.7,53.8720333655299,210.825740088692
12.8,54.6016803938271,210.881190113265
12.9,55.3278168916841,211.856092061723
13,56.0566949478154,214.694872237017
13.1,56.7751605878565,215.733003734784
13.2,57.4766326341282,214.554197106071
13.3,58.1851543318147,212.909266615241
13.4,58.8919445186721,211.398973475564
13.5,59.5900181368698,212.171941946338
13.6,60.2774625601108,212.755222502669
13.7,60.9601041489173,211.83549811148
13.8,61.6377259454909,210.243846344202
13.9,62.3071657785538,209.337185380641
14,62.9719271421081,209.276339623713
14.1,63.6332027958407,210.870979258511
14.2,64.2768548005378,211.506935304254
14.3,64.8910356461999,209.489459246684
14.4,65.4960886591563,206.957251035025
14.5,66.0872931019245,204.289613064033
14.6,66.6548649484052,203.775884202127
14.7,67.2105388311288,203.52712946983
14.8,67.7674128299768,201.685151366674
14.9,68.3123322161164,198.905213647746
15,68.8373662042602,196.510633602156
15.1,69.3518084577782,194.769674709227
15.2,69.8580119131692,194.664434367712
15.3,70.3568939199846,194.412880299418
15.4,70.8397894339511,191.620753156896
15.5,71.321831529429,188.645213631826
15.6,71.7994730375967,185.433232598112
15.7,72.2673404709922,183.817084197448
15.8,72.7251691152414,182.822987298521
15.9,73.1780309878931,180.261330457175
16,73.6204618478823,176.867450162979
16.1,74.0544064366735,173.791832333371
16.2,74.4770903914134,171.399103065651
16.3,74.8845718966131,170.432796530053
16.4,75.2844553916868,169.556045110649
16.5,75.6695731034068,165.916110029433
16.6,76.0479146274893,161.768229250866
16.7,76.4213127608364,157.305260843512
16.8,76.786179757424,154.235414321549
16.9,77.1439050121177,152.671930361121
17,77.495346460036,149.465475650907
17.1,77.8363196694524,145.63955133805
17.2,78.1686794916896,141.897470799564
17.3,78.4943100930659,138.952868742705
17.4,78.8137766646354,137.249312371024
17.5,79.128312415525,135.936301653988
17.6,79.4283900523554,131.916747494199
17.7,79.7222355733792,127.110880575954
17.8,80.0108606569891,122.096936952449
17.9,80.2909376263278,118.492723018997
18,80.557598713749,116.725486035364
18.1,80.8122923815104,113.001624775717
18.2,81.0536767122056,108.011705489385
18.3,81.287229203452,103.103184445958
18.4,81.5158100878502,98.9521930445436
18.5,81.7382731624798,95.8191552236633
18.6,81.9515143900056,93.3199521033671
18.7,82.1544931285107,89.2835163303567
18.8,82.3517411613741,84.2722870789142
18.9,82.5400731389484,79.1288393376271
19,82.7197693210008,74.7178428787997
19.1,82.8916900748048,72.8428816985678
19.2,83.0559009715008,69.143806941029
19.3,83.2115449922601,64.2224823031379
19.4,83.3585232166947,59.019078817639
19.5,83.498183904124,54.3015997430726
19.6,83.6307804418174,50.8239478252249
19.7,83.7520823811205,47.6881089642042
19.8,83.8620253815337,43.7086108509798
19.9,83.9599750909257,38.111929576711
20,84.0434797394987,31.4214586340457
20.1,84.1144360903389,24.2005823682043
20.2,84.170296863827,20.8585069572245
20.3,84.2183365876558,16.8452063002195
20.4,84.2551223489129,12.592269195389
20.5,84.2825532708938,8.88732648753741
20.6,84.3030748648701,5.77640390176098
20.7,84.3152112431063,3.03609246275228
20.8,84.3204149859198,0.514934326338941
