"Time [ms]","FluxLinkage(PhaseA) [Wb]"
5,2.4134281899665
5.1,2.40613925341248
5.2,2.39897034864002
5.3,2.39191348488135
5.4,2.38489529945029
5.5,2.37803048322511
5.6,2.37126776299688
5.7,2.36464779179069
5.8,2.3582536167155
5.9,2.35185486153949
6,2.34558149300389
6.1,2.33953411785442
6.2,2.33362803633542
6.3,2.32794021457292
6.4,2.32251611678396
6.5,2.3171134676802
6.6,2.3119618260865
6.7,2.30702579600183
6.8,2.30232743888107
6.9,2.29789069236639
7,2.29363416152939
7.1,2.28956545490696
7.2,2.28581393310807
7.3,2.28231898144276
7.4,2.27915422597149
7.5,2.27640820839227
7.6,2.27374744879976
7.7,2.27148198969365
7.8,2.26952749607398
7.9,2.26790569326991
8,2.26664492579945
8.1,2.26569384448549
8.2,2.26498452013973
8.3,2.2646999100308
8.4,2.26475211887151
8.5,2.26517522101373
8.6,2.26602941356798
8.7,2.2670203761661
8.8,2.26840505295136
8.9,2.27014742047183
9,2.27221112991843
9.1,2.2745732309665
9.2,2.27726143211429
9.3,2.28015263639612
9.4,2.2834279546216
9.5,2.28699640304905
9.6,2.29083575890232
9.7,2.2950016521262
9.8,2.29928041113853
9.9,2.30382648591657
10,2.30862748017686
10.1,2.31365947746458
10.2,2.31890020363446
10.3,2.32434956663835
10.4,2.32985456120429
10.5,2.3356192057403
10.6,2.34156928175596
10.7,2.34768879712158
10.8,2.35405011036999
10.9,2.36039512743113
11,2.36687272558784
11.1,2.37354883336194
11.2,2.38034480647047
11.3,2.38724684456091
11.4,2.39431363459991
11.5,2.40138713478266
11.6,2.40859872721368
11.7,2.41591241423722
11.8,2.42330345722208
11.9,2.4308477201818
12,2.43837199388495
12.1,2.44590407312136
12.2,2.45353906625682
12.3,2.46123280125006
12.4,2.46891893048879
12.5,2.47662662460958
12.6,2.48434631662996
12.7,2.49209702872707
12.8,2.49985727677493
12.9,2.50763062740522
13,2.51545388483869
13.1,2.52324982702411
13.2,2.53101141788234
13.3,2.53883716562939
13.4,2.54668518647926
13.5,2.55451363053278
13.6,2.56232781513831
13.7,2.57014798016593
13.8,2.57795896438683
13.9,2.58575272073469
14,2.59351831302112
14.1,2.60131127002206
14.2,2.60908499053314
14.3,2.61677572202419
14.4,2.6244954271424
14.5,2.63221847175281
14.6,2.63990674688082
14.7,2.6475481642736
14.8,2.6551877635593
14.9,2.66278851694351
15,2.67035736538875
15.1,2.67787835159377
15.2,2.68538860818487
15.3,2.69286763441301
15.4,2.70023067609985
15.5,2.70756278938798
15.6,2.71484529775034
15.7,2.7220590168995
15.8,2.72918336256655
15.9,2.73625707471987
16,2.74323958735534
16.1,2.75015615807665
16.2,2.75697737832061
16.3,2.76374283737607
16.4,2.77045387069104
16.5,2.77701513537204
16.6,2.78353255927285
16.7,2.7899869482595
16.8,2.79635837892276
16.9,2.80262404257511
17,2.80884980341461
17.1,2.81497725203659
17.2,2.82102872588573
17.3,2.82698285103004
17.4,2.83285906091274
17.5,2.83866725967931
17.6,2.84431609651632
17.7,2.84989110609248
17.8,2.85537352653618
17.9,2.86074326995464
18,2.86597885198946
18.1,2.8711201142461
18.2,2.87613077159913
18.3,2.88103215980021
18.4,2.88580730724564
18.5,2.89045737528452
18.6,2.89499578719644
18.7,2.89936711769471
18.8,2.9036149951515
18.9,2.90774545548874
19,2.91175220779238
19.1,2.91561548902063
19.2,2.91935819413161
19.3,2.92293744089047
19.4,2.92637298747595
19.5,2.92965623207114
19.6,2.93277647130229
19.7,2.93572198836817
19.8,2.93848449449737
19.9,2.94106448182886
20,2.94346016155331
20.1,2.94564728005731
20.2,2.94763339760382
20.3,2.94939576932789
20.4,2.95086381710209
20.5,2.95210996046886
20.6,2.95308677906116
20.7,2.95375156042604
20.8,2.95407067611211
20.9,2.95399666698641
21,2.95355250690276
21.1,2.95276515026027
21.2,2.95168581926004
21.3,2.95034395408243
21.4,2.94877070063517
21.5,2.94695840768707
21.6,2.94491897916726
21.7,2.94267199084038
21.8,2.94023607054721
21.9,2.93760146284678
22,2.93477612788773
22.1,2.93177763043061
22.2,2.92860461989943
22.3,2.92527673212709
22.4,2.92179538457033
22.5,2.91816664248284
22.6,2.91438401126452
22.7,2.91045536802983
22.8,2.90639837352319
22.9,2.9022119376456
23,2.89791339007848
